gene	cc01-20covid1	cc01-20covid2	cc03-19covid	cc03-20covid1	cc03-20covid2	cc01-20mock1	cc01-20mock2	cc03-19mock1	cc03-20mock1	cc03-20mock2
AC120498.6	0	0	0	0	0	0	0	0.03	0	0
AC126323.6	0	0	0	0	0.01	0.03	0.1	0	0	0
AC122134.1	0	0.09	0	0	0	0	0	0	0	0
C2orf69P3	0	0	0	0	0	0	0	0	0	0
AC106779.1	0	0	0.15	0	0	0.17	0.58	0	0.31	0.26
AC022748.2	0	0	0	0	0	0	0	0	0	0.09
LINC02252	0	0	0	0	0	0	0	0	0	0
AC005586.2	0	0.04	0.13	0	0	1.26	0.98	0	0.07	0
AC102797.1	0	0	0	0	0	0	0	0	0	0
FIGNL2	0	0	0	0	0.02	0.04	0.03	0	0	0
AC009081.1	0	0	0	0	0	0	0	0	0	0
AC002550.1	0	1.42	1.21	2.19	1.05	0	1.09	0.24	0	0
AC105430.1	0	0	0	0	0	0	0	0	0	0
AC105275.2	0	0	0	0	0	0	0	0	0	0
LARP4P	0	0	0.2	0	0.02	0.39	0.02	0	0.22	0.04
LINC01834	0	0	0	0	0	0	0	0	0	0
AC055855.3	0	0	0	0	0	0	0	0	0	0
LINC02152	0	0	0	0	0	0	0	0	0	0
AC009061.1	0.19	0.09	0	0	0	0.1	0.52	0	0.11	0.35
AC010168.2	0.32	0.64	1.94	0.29	0.16	0.73	1.07	0.3	0.64	0.8
LINC02192	0	0	0.05	0	0	0	0	0.03	0	0
LINC01355	0.64	0.57	1.09	0.49	0.74	4.26	3.61	0.29	2.08	4.08
AC134312.5	0.55	0.23	1.44	0.27	0.16	0.53	1.32	3.16	0.45	0.96
AC016597.2	0.12	0.02	0.31	0.22	0.02	0.75	0.57	0.08	0.19	0.52
PPIAP50	0	0	0	0	0	0.09	0.09	0	0	0
AC116348.4	0	0	0	0	0	0	0	0	0	0
CD24P2	0	0	0	0	0	0	0	0	0	0
AL353803.4	0	0	0	0	0	0.08	0.02	0.06	0	0
AC005837.1	0.17	0.08	0.48	0.1	0.03	0.19	0.18	0.16	0.22	0.3
EIF4BP5	0	0.06	0.02	0	0	0	0	0	0	0
AC021016.2	1.41	1.08	0.59	1.44	1.71	1.39	1.63	1.57	2.41	2.29
LINC01616	0	0	0	0	0	0	0	0	0	0
AC010325.1	0	0.33	0	0	0	0.25	0.19	0.36	0	0
AC006538.1	0.07	0.04	0.07	0.05	0.05	0	0	0	0	0
AC116348.5	0	0	0.11	0	0	0	0	0	0	0
AP000439.3	0	0	0	0	0	0	0	0	0	0
LINC02136	0	0	0	0	0	0.03	0	0	0	0
AL031432.2	0.13	0.69	1.75	0	0	2.34	2.21	0.97	1.29	2.26
AC018558.2	0	0	0	0	0	0	0	0	0	0
AC116913.1	0.46	0.34	0.6	0.16	0.38	0.59	0.67	0.39	0.7	0.82
AC092368.2	0	0	0	0	0	0	0	0	0	0
AC099518.2	0.39	0.48	0.11	0.75	0.83	0.24	0.25	0.29	0.13	0.07
PYCARD-AS1	0	0	0.52	0.33	0.73	0	1.32	0.58	1.01	2.27
AC010491.1	0.11	0.13	0.51	0	0.01	1.33	0.84	0.19	0.45	0.6
AC136619.2	0	0	0	0	0	0	0	0	0	0
AC106745.1	0	0	0	0	0	0	0	0	0	0
AC063923.2	0.04	0	0	0	0	0	0	0	0	0
AC138749.4	0	0	0	0	0	0	0	0	0	0
MANEA-DT	0.1	0.21	0.36	0.02	0.27	1.11	1.04	0.07	0.56	0.89
AC012645.2	0.07	0	0.14	0.08	0.17	0	0	0	0	0.28
AL731537.2	0	0	0	0	0	0	0	0	0	0
AC007533.2	0	0.04	0.29	0	0	0.24	0.49	0.09	0	0.06
PECAM1	0.67	1.09	1.07	0.48	0.21	2.4	3.24	0.43	0.38	0.54
VPS9D1-AS1	2.24	2.19	2.59	1.75	1.96	1.49	1.27	5.71	2.1	1.98
AC135983.5	0	0	0	0	0	0	0	0.03	0	0
AC022166.2	0	0	0	0	0	0	0	0	0	0
PDCD6IPP2	0.05	0	1.64	2.81	4.75	0.72	0.41	3.49	3.26	2.75
AC010735.1	0	0	0.04	0	0	0	0.04	0	0.09	0
AC091962.1	0	0	0	0	0	0	0	0	0	0
AC023300.1	0	0	0	0	0	0	0.37	0	0	0
AC009088.3	0	0	0	0	0	0	0.73	0	0	0
AC027682.4	0.29	0.18	1.15	0	0.06	0.81	0.27	0.05	0.33	0.61
MAFTRR	0.11	0.02	0	0.04	0.14	0.85	0.84	0.85	2.02	2.74
AC138907.6	0	0	0	0	0	0	0	0	0	0
AC087190.2	0	0	0.1	0	0	0	0	0.11	0.06	0
AC007493.2	0	0	0	0	0.1	0	0.1	0	0	0
AC007598.2	0	0	0	0	0	0	0	0	0	0
HSPE1P5	0.35	0	0.51	0.2	0	0.38	0.6	0.33	0.21	0
AC027682.5	0	0	0.09	0	0	0.09	0	0	0	0
LINC01177	0	0	0	0	0	0	0	0	0	0
AC023824.4	0	0	0	0	0	0	0	0	0	0
AL031710.1	0	0	0	0.1	0	0.19	0.2	0	0	0
AC011525.1	0	0	0	0	0	0	0	0	0	0
AC091304.3	0	0	0	0	0	0	0	0	0	0
AL591222.1	0	0	0	0.03	0	0	0	0	0	0
AC104758.4	0	0	0	0	0	0	0	0	0	0
AC138627.1	0.1	0	0.1	0	0	0.11	0.34	0.21	0.07	0
AC136944.3	0	0.07	0	0	0	0	0.08	0.16	0	0
AC013565.3	0.09	0.13	0.09	0	0	0	0.31	0.19	0	0.11
TEN1-CDK3	1.59	1.57	2.36	0.54	0.75	2.11	2.67	1.92	2.22	2.52
AL035425.4	0	0	0	0.01	0	0	0	0	0.01	0
AC009142.1	0	0	0	0	0	0	0	0	0	0
AL161938.1	0	0	0	0	0	0	0	0	0	0
AC012645.3	0	0	0.26	0	0	0.08	0	0	0	0
AC100756.2	0	0	0	0	0.18	0.57	0.68	0	1.67	0.72
AC145285.4	0	0.13	0	0.15	0	0	0	0.14	0	0
AL022069.1	0.04	0	0.28	0.08	0.1	1.42	0.55	0.05	0.84	0.6
AC044798.1	0	0	0	0	0	0	0	0	0	0
TMEM202-AS1	0.53	0.36	0.41	0.3	0.18	0.23	0.61	0.08	0.49	0.3
ATP5PBP7	0	0	0	0.06	0.06	0	0	0	0	0
AC144833.1	0	0	0	0	0	0	0	0	0	0
AC099518.3	0	0	0	0.1	0	0	0	0.2	0	0.21
DPPA2P4	0.09	0	0	0	0	0.28	0.1	0	0	0
AL031600.2	0	0	0.14	0	0	0.16	0	0	0	0.19
AL023803.1	0	0	0.3	0	0.36	0	1.04	0	0	0.78
LINC01613	0	0	0	0	0	0	0	0	0	0
AC002347.1	0.15	0	0	0	0	0	0	0.08	0	0
AC021087.4	0	0	0	0	0	0	0	0	0	0
AL592164.1	0	0	0	0	0	0	0	0	0	0
AC009081.2	0	0	0	0	0	0	0	0	0	0
AC108860.2	1.47	1.42	1.94	0.47	0.63	2.22	3.11	0.5	1	1.34
AL157394.1	0	0	0	0	0	0	0	0	0	0
AC079411.1	0	0	0	0	0	0	0	0	0	0
DUX4L45	0	0	0	0	0	0	0	0	0	0
AC124068.2	0.32	0.23	0.42	0.15	0.08	0.42	0.19	0.04	1.02	0.51
AC023830.1	0.09	0.07	0.11	0.03	0.11	0.33	0.21	0	0.03	0.06
AC106782.3	0	0	0	0	0	0	0	0	0	0.12
AC018558.3	0	0	0	0	0	0	0	0	0	0
LINC00559	0	0	0	0	0	0	0	0	0	0.05
AL162412.1	0.04	0.04	0.11	0.09	0.05	0.21	0.09	0	0	0.05
AC109446.3	0	0	0	0	0	0	0	0	0	0
AC103724.3	0.23	0.15	0.11	0	0	0.08	0.09	0	0	0
AC104964.3	0	0.01	0.02	0	0	0.02	0.01	0	0	0
LINC01735	0	0	0	0	0	0	0	0	0	0
LINC01003	4.79	4.68	4.69	3.23	2.61	9.21	8.1	3.11	7.05	6.86
TUBB8	0	0	0	0	0	0.09	0	0.05	0.06	0.08
AC002519.2	0	0	0	0.05	0	0	0	0.1	0.06	0.06
AC009132.1	0	0	0	0.16	0	0	0	0	0	0.36
AC002310.4	0.14	0.41	0.45	0.27	0.32	0.87	0.66	0	0.69	0.83
AC009690.2	0.71	0.62	1.07	0.17	0.27	1.12	1.15	0.43	0.78	0.61
UBE2MP1	0.46	0.43	0.46	0.6	0.51	0.2	0.21	0.19	0.65	0.11
AC004023.1	0	0	0	0	0	0	0	0	0	0
AC099518.4	0.37	0.24	0.4	0	0.14	0.19	0.17	0.41	1.47	0.38
AC136944.4	0	0	0.06	0	0	0	0.07	0	0	0
AC099398.1	0	0	0	0	0	0	0	0	0	0.02
AC096921.2	0.15	0.25	0.13	0.06	0	0	0.17	0.12	0	0.07
AC020978.4	0.45	0.73	0.8	0.43	0.09	0.74	1.63	1.35	0.09	0.68
AC009039.1	0	0	0	0	0	0	0	0	0	0
AC092145.1	0.04	0.01	0	0	0	0	0	0.02	0	0
AC084064.1	0	0	0	0	0	0	0	0	0	0
AC026471.4	0.56	0.89	1.78	0.74	0.86	5.7	6.4	0.78	2.58	6.38
LINC02190	0	0	0	0	0	0	0	0	0	0
AC009163.4	0	0	0	0	0	0	0	0	0	0
AC013391.3	0	0	0	0	0	0.05	0.17	0	0	0
AC022167.4	0.08	0	0.24	0	0	0.27	0.09	0	0	0.1
AC092725.1	0	0	0	0	0	0	0	0	0	0
PAN3-AS1	0.35	0.78	2.09	0.06	0.16	4.41	1.72	0.29	1.25	2.36
RARRES2P9	0	0	0	0	0	0	0	0	0	0
AC135048.1	3.81	3.78	7.32	6.49	7.08	13.17	13.44	12.73	19.14	14.93
TBILA	0.76	0.66	1.5	0.61	0.52	0.46	0.87	0.27	0.27	0.5
AC025271.3	0	0	0	0.44	0	0	0	0	0	0
AC005674.2	0.11	0.26	0.57	0.14	0.16	0.39	0.29	0.31	0.04	0.49
DNM1P31	0	0	0	0	0	0	0	0	0	0
AC091304.4	0	0	0	0	0	0	0	0	0	0
LINC00566	0	0	0.2	0	0	0.08	0	0	0	0
AC233699.1	0.26	0	0.33	0	0	0.33	0.36	0.55	0	0
AC079341.2	0	0	0	0	0	0.02	0	0	0	0
AC040174.1	0	0	0.06	0.02	0.02	0.03	0.1	0	0.32	0.35
LINC01686	0.11	0.08	0.03	0.09	0	0.14	0.03	0.08	0.03	0.24
AL031714.1	0.55	0.72	2.94	1.08	0.46	1.43	1.93	0.5	1.14	1.43
AC141257.2	0	0	0	0	0	0	0	0	0	0
TP53TG3B	0.01	0	0	0.38	0.58	0.19	0.13	0	0.46	0.43
CYP3A137P	0	0	0	0	0	0	0	0	0	0
AC092368.3	0.39	0.18	0	0.1	0.05	0.05	0.11	0.09	0	0.16
AC009097.4	0	0	0.11	0.07	0	0.05	0.27	0.05	0.06	0
LINC01976	0	0	0	0	0	0	0	0	0	0
VN1R70P	0	0	0	0	0	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0	0	0
AC010542.4	0.02	0.07	0.03	0	0.02	0.03	0.15	0.02	0	0.04
DLGAP1-AS5	0.06	0	0	0	0	0.07	0.05	0	0	0
AL845331.3	0	0	0.06	0	0.03	0	0	0.02	0	0
AC009167.1	0.03	0.03	0	0.04	0	0.07	0.16	0	0	0
ABCB10P3	0	0	0	0	0	0	0	0	0	0
AC012615.1	2.95	2.7	10.53	1.48	1.74	23.34	16.85	2.53	8.17	9.25
AC026464.5	0	0.15	0	0	0	0	0	0	0	0
AC002400.1	0	0	0.05	0	0	0	0.3	0	0	0.2
AC100774.1	0	0	0.07	0	0	0.02	0.08	0	0	0.03
AC009065.8	0	0	0	0	0	0	0	0	0	0
AL596244.1	1.4	1.43	1.42	1.07	1.69	0.76	0.86	0.99	0.3	0.31
AC005086.2	0.1	0	0.09	0	0	0.62	1.24	0.2	0.06	0.55
ABHD17AP9	0	0	0	0	0	0	0	0	0	0
AC027279.2	0	0.28	0.14	0	0	0.05	0.05	0	0.06	0.37
AC096996.2	0	0	0	0	0	0	0	0.13	0	0
AC079414.1	0	0	0	0	0	0	0	0	0	0
AC138915.3	0	0	0	0	0	0	0	0	0	0
AC011978.2	0.23	0.44	0.37	0.46	0.1	0.19	0.58	0.53	0.53	0.18
AC010931.2	0	0	0	0	0	0	0	0	0	0
AC011939.2	0	0	0.09	0	0	0.21	0.11	0	0	0.13
AC135782.3	0.02	0	0.03	0.1	0.08	0	0	0	0.02	0.11
HLA-P	0	0	0	0	0	0.06	0	0	0	0
AC107954.1	0	0.1	0.1	0.18	0	0.12	0.06	0	0.13	0.41
AC109460.4	0	0	0	0.05	0	0	0.37	0	0	0.56
AL137782.1	1.16	2.2	3.82	1.9	2.92	2.83	3.28	1.09	2.14	2.52
AC037471.2	0.07	0	0	0.3	0.15	0	0	0	0.16	0.34
AC025277.1	0	0	0	0	0	0	0	0	0	0
SMG1P7	0.94	0.7	1.4	0.82	0.37	3.14	2.9	0.5	1.09	1.84
EEF1A1P38	0	0	0	0	0	0	0	0	0	0
LINC01859	0	0.07	0	0	0	0	0	0	0	0
FSCN1P1	0.03	0.03	0	0.09	0.09	0.14	0	0.03	0.1	0.03
AC007216.3	0.34	0.59	1.15	0.11	0.17	2.14	1.44	0.1	0.47	0.69
AC091304.5	0	0	0	0	0	0	0	0	0	0
AC120498.7	0	0	0	0	0	0	0	0	0	0
AC135776.2	0	0	0	0	0	0	0	0	0	0
AC138907.7	0	0	0	0	0	0	0	0	0	0
AC073878.1	0	0	0	0	0	0.18	0	0	0	0.11
AC097639.1	1.26	1.51	1.83	0.76	1.06	2.62	2.25	0.3	0.93	0.73
AL157402.2	0	0	0	0	0	0	0	0	0	0
AC005829.1	1.02	0.73	0.08	0	0.57	0.28	0.35	0.27	1.03	0
AP003119.3	0.01	0.12	0.13	0.1	0.06	0.14	0.1	0.13	0.11	0.18
ENPP7P13	0	0	0	0	0	0	0	0	0	0
HERC2P11	0	0	0	0	0	0	0	0	0	0
AL121753.1	0.97	1.49	0.3	0	0	0.73	0	0.13	0.64	0
AC012317.1	0.23	1.02	7.8	1.63	1.95	2.61	2.34	0.24	8.48	11.23
AL513548.1	0.08	0	0.32	0	0	0.39	0.42	0.07	0	0.04
AC068987.3	0	0	0	0	0	0	0	0.02	0	0
TMEM249	0.32	0.48	0.09	0.03	0.22	0.24	0.36	0.38	0	0.32
AC093249.4	0	0.36	0	0	0	0.41	0.85	0	0.23	0
AC018554.1	0	0	0	0	0	0	0	0	0	0
AC010531.3	0	0.08	0.3	0	0	0	0	0.08	0.1	0
CYP4A27P	0	0	0	0	0	0	0	0	0	0
TPBGL	0	0	0.15	0	0	0	0	0.09	0.04	0.05
AL603832.2	0	0	0.03	0	0	0	0	0	0	0
AC005632.3	0.18	0.49	1.55	0.16	0	0.5	2.4	0.58	0.61	0.76
HERC2P8	0.05	0	0	0.37	0.6	0.05	0.04	0.05	1.03	0.79
AC233266.2	1.02	1.82	0.68	0.62	1.2	0.77	0.98	1.18	0.47	0.3
AC092115.3	0	0	0	0	0	0	0.26	0	0	0
PRSS46P	0	0	0	0	0	0.32	0.13	0	0.11	0
AC114947.2	0	0	0	0	0	0	7.72	0	0	0
AC091230.2	0	0	0	0	0	0.03	0	0	0	0
AC140658.4	0	0	0	0	0	0	0	0	0	0
SLC25A1P4	0	0	0	0	0	0	0	0	0	0
GAN	4.42	4.56	6.87	10.7	11.42	2.46	4.94	3.82	8.78	7.08
AP000265.1	0	0.08	0	0.05	0	0	0	0	0	0
AC010547.4	0.7	1.17	2.18	0.37	0.32	5.43	3.74	1.19	1.52	2.43
SUB1P3	0.47	0.15	0.15	0.18	0.18	0.51	0	0	0.19	0.19
AC093525.6	0.27	0.36	0.95	0.55	0.31	1.36	1.39	0.3	1.3	0.85
YBX3P1	0.29	0.1	0.14	1.24	0.55	0.33	0.2	0.28	0.69	0.5
LINC01858	0	0	0	0	0	0	0	0	0	0
AC036108.3	0	0	0.06	0	0	0	0.18	0	0	0.07
LINC02177	0	0	0	0	0	0	0	0	0	0
LINC02605	0.11	0.08	0.11	0.13	0.1	0.04	0.11	0.01	0.09	0.13
HMGN2P41	0	0	0	0	0	0	0	0	0	0
LINC02179	0	0	0	0	0	0	0	0	0	0
NDUFB10P2	0	0	0	0	0	0	0	0	0	0
AP003071.4	0	0	0	0	0	0	0.23	0	0.03	0
AP005205.1	0	0	0	0	0	0	0	0	0	0
AC087481.2	0	0	0	0	0	0	0	0	0	0
AC005692.2	0	0	0	0	0	0	0	0	0	0
AC007496.2	0	0.07	0.57	0.25	0.08	0.32	1.75	0	0.09	0.37
AC022872.1	0.1	0	0.05	0.11	0.06	0.05	0.06	0.05	0.12	0.19
AC018552.3	0	0	0	0.16	0.08	0	0.08	0	0.79	0.64
AC026992.2	0.28	0.2	0.27	0.06	0.02	1.01	0.64	0.37	0.04	0.09
AC103988.1	0.07	0.06	0	0.11	0.22	0.06	0	0.11	0.15	0
LINC02191	0	0	0	0	0	0	0	0	0	0
LINC02127	0	0	0	0	0	0	0	0	0	0
AC092378.1	0	0	0	0	0	0	0	0	0	0
AL031600.3	0.45	2.25	1.44	0	0.36	0.92	1.23	0.88	0.44	0.34
AL713866.1	0	0	0	0	0	0	0	0	0	0
AC007728.2	0.14	0.31	0.5	0.15	0.26	0	0.26	0.08	0.04	0.1
DISC1FP1	0.12	0.22	0.62	0	0	0.1	0.2	1.49	0	0
AC093849.1	0	0	0	0	0	0	0.07	0	0	0
IMPDH1P11	0	0	0	0	0	0	0	0	0	0
AC106730.1	0	0	0	0	0	0	0	0	0	0
GOLGA6L7	0	0	0	0	0	0	0	0	0	0
AC055717.2	0	0	0	0	0	0	0	0	0	0
AC136285.2	0	0	0	0	0	0	0	0	0	0
C15orf65	2.76	3.24	2.56	4.33	3.79	2.74	2.29	2.55	4.72	4.76
AC092337.1	0.03	0	0	0	0	0	0	0.03	0	0
AL360270.2	0.01	0.07	0.02	0.01	0.01	0.05	0.03	0.04	0.02	0.04
AC100803.3	0.02	0	0.02	0	0.02	0.14	0.02	0.1	0.11	0.23
BEAN1-AS1	0.09	0	0.41	0	0.1	0.08	0.09	0.09	0	0.1
Z92544.2	0.69	0.21	0.27	0.35	0.29	0.25	0.17	0.25	0.07	0.12
AC009065.9	0.39	0.37	0.61	0.39	0.9	0.89	0.72	0.61	0.35	0.93
TTC39A-AS1	1.42	0.84	1.11	0.05	0.25	1.44	0.87	0.89	2.36	1.94
TUBAP4	0	0	0	0	0	0	0	0	0	0
LINC00560	0	0	0	0	0	0	0	0	0	0
LY6L	0	0	0	0	0	0	0	0	0	0
AC093591.2	0	0.02	0	0.01	0	0.07	0.16	0.07	0.05	0.04
AC008731.1	0	0	0.07	0.16	0	0.74	1.32	0	0.17	0.18
AC012213.2	0.01	0	0	0	0	0	0.06	0.02	0	0.02
AL158211.1	0.15	0.05	0	0	0	0	0.23	0	0.43	0.06
AC009075.1	0	0	0	0	0	0	0.25	0	0	0
AL022313.4	0	0	0	0	0	0	0	0	0	0
SCRT1	0	0	0	0	0	0.01	0	0	0	0
ATP5PDP1	0	0	0	0	0	0	0	0	0	0
AC093249.5	0	0	0	0	0	0	0	0	0	0
AC145350.4	0	0	0	0.02	0	0	0	0	0	0
LINC00838	0	0	0	0	0	0	0	0	0	0
AC018362.1	0	0.13	0.46	0	0.13	0.34	0.31	0	0	0
AC068724.2	0	0	0	0	0	0	0.19	0	0.16	0
AGGF1P4	0	0	0	0	0	0	0	0	0	0
Z97986.1	0	0	0	0	0	0	0	0	0	0
AC092120.1	0	0	0	0	0	0	0	0	0	0
AC134682.1	0.02	0.02	0.02	0	0	0.02	0.01	0	0	0
AC136443.4	0.03	0.03	0	0.04	0	0.07	0.16	0	0	0
AL353732.1	0	0	0	0	0	0	0	0	0	0
AC010531.4	0	0	0	0	0.07	0.13	0	0	0	0
HPR	0	0.21	0.2	0.18	0	0.36	0.19	0.7	0.05	0
AC022254.1	0	0	0	0	0	0	0	0	0	0
LINC02168	0	0	0	0	0	0	0	0	0	0
IGHV1OR16-1	0	0	0	0	0	0	0	0	0	0
LINC00165	0	0	0	0	0	0	0	0	0	0
AC092134.1	0	0.33	0	0	0.15	0.45	0.63	0	0.49	0
DNM1P32	0	0	0	0	0	0	0	0	0	0
AC051619.8	0	0	0	0	0	0	0	0	0	0
AC104417.2	0	0	0	0	0	0	0	0	0	0
FRG2DP	0	0	0	0	0	0	0	0	0	0
SSTR5-AS1	0	0	0	0	0	0	0	0	0	0
AC105137.1	0.18	0	0.17	0	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0	0	0	0	0
H2BC20P	0.8	0.3	0.97	0.5	0.14	0.6	0.76	0.4	0.38	0.77
AC009163.5	2.68	2.78	3.86	3.45	3.47	0.66	0.26	0.15	3.42	1.18
AC137761.2	0	0	0	0	0	0	0	0	0	0
AC009041.2	0	0	0	0	0	0	0	0	0	0
AC092376.1	0	0	0	0	0	0	0	0	0	0
AC008870.5	0	0.13	0.12	0.07	0	0.14	0.07	0	0	0.08
AC007225.2	0	0	0	0	0	0	0	0	0	0
AC142381.4	0	0	0	0.03	0	0	0	0	0	0
AL138690.1	0	0	0	0	0	0	0	0	0	0
AL133383.3	0	0	0	0.03	0.1	0.14	0	0	0	0
AL034346.1	0	0	0	0	0	0.09	0	0.18	0.07	0.04
AC074050.3	0.1	0.06	0	0.18	0	0.69	0.62	0	0.29	0.47
AL031708.1	0.18	0.45	1.63	0.46	0.33	1.97	1.71	0.23	0.99	1.33
AC116096.1	0	0	0	0	0.02	0.13	0.11	0.02	0	0
AC002551.1	0	0	0	0	0	0	0	0	0	0.17
AL049597.2	2.08	3.5	1.95	1.38	2.13	2.45	1.73	1.44	3.42	3.39
MIR3976HG	0	0	0	0	0	0	0	0	0	0
GOLGA8S	0	0	0	0	0	0	0	0	0	0
BOLA2-SMG1P6	46.71	46.45	39.8	48.48	42.47	24.41	22.5	74.34	25.14	26.94
FRG2KP	0	0	0	0	0	0	0	0	0	0
LINC00922	0.07	0	0	0	0	0.06	0.05	0.05	0.04	0
AC138305.2	0	0	0	0	0	0	0	0	0	0
AC116552.1	0	0	0	0	0	0	0.06	0	0.06	0.07
AL512347.1	0	0.08	0	0	0	0	0	0	0	0
AC120045.3	0	0	0	0	0	0	0	0	0	0
AC098965.1	0	0	0	0	0	0	0	0	0	0
LINC02180	0	0	0	0	0	0	0	0	0	0
AC007603.1	0	0	0	0	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0	0	0	0	0
AC008555.1	0.26	0	0.01	0.07	0.19	0.06	0.15	0	0.33	0.17
AC005592.1	0.11	0	0	0	0	1.53	1.08	0.26	0.11	0.17
AC117382.2	0.02	0	0.03	0	0	0.04	0.05	0.02	0.15	0
AC099518.5	0	0	0	0	0	0	0	0	0	0
AC140479.4	0	0	0	1.18	1.93	0	0	0.09	0.11	0.47
LINC02616	0	0	0.11	0	0	0	0	0.06	0	0
AC027228.2	1.15	1.03	0.67	3.21	2.73	0.24	0.48	1.12	0.57	0.51
AC110716.2	0	0	0	0	0	0	0	0	0	0
KRT18P18	0.1	0.1	0.03	0	0	0.22	0.27	0.08	0.03	0
AC009127.1	0	0	0	0	0	0	0.56	0	0	0
AC133550.3	0	0	0.45	0	0	0.08	0.76	0	0.18	0
AC006504.1	0.01	0.07	0.05	0	0.13	0.17	0.23	0.01	0.19	0.02
DNAAF4-CCPG1	0.94	1.85	0.01	1.71	0.77	2.25	1.07	1.21	7.09	3.33
AC244090.3	0	0	0	0	0	0	0.11	0	0	0.06
AC009075.2	0	0	0	0	0	0	0	0	0	0
AC012435.3	0	0.12	0	0	0	0	0	0.13	0	0
AC079414.2	0	0	0	0	0	0	0	0	0	0
AC012184.3	0.47	0.58	0.49	0.13	0.57	0.7	1.14	0.03	0.99	0.79
AC006362.1	0	0	0	0	0	0	0	0	0	0
AC113208.5	0	1.68	0	0	0	0.48	0	0	0	0
LINC02582	0.68	0.44	0.27	0.13	0.1	0.38	0.31	0.63	0.29	0.13
LINC01654	0	0	0	0	0	0	0	0	0	0
AC116553.1	0	0	0	0	0	0	0	0	0	0
AC009054.2	0.81	0.67	0.89	1.71	1.87	1	0	0.85	1.82	0.44
AC006058.1	0.16	0.28	0.59	0.43	0.37	0.08	0.08	0.99	0.01	0
TCF24	0	0	0	0	0	0	0	0	0	0.06
AC023830.2	0	0	0.02	0	0	0	0	0	0	0
AC005606.2	2.9	1.45	3.82	1.36	0.98	1.72	2.17	1.48	2.3	1.83
DNM1P28	0	0	0	0	0	0.66	0	0	0.21	0.33
AL929554.2	0.18	0	0.08	0.54	0	0	0.48	0	0	1.45
GOLGA8H	0	0	0.16	0.07	0	0	0	0.02	0	0.08
AC093627.7	0	0.03	0.01	0	0	0.14	0.06	0	0	0
ISY1-RAB43	13.06	9.34	11.31	15.29	12.05	6.22	5.2	8.84	6.09	3.75
AC073878.2	0	0	0	0	0	0	0	0	0	0
AL033527.3	0.03	0.3	0.56	0.04	0.25	1.47	0.91	0	0.56	0.32
AC007406.5	0.68	0.91	1.01	0.77	0.73	2.18	2.54	0.71	1.82	1.99
AC023824.5	0	0	0	0	0	0	0	0	0	0
LOXL1-AS1	1.28	0.92	2.66	2.62	2.98	4.62	5	4.91	8	8.7
AC026470.3	0	0	0	0	0	0	0	0	0	0
LINC02140	0	0	0	0	0	0	0	0	0	0.03
AC007342.4	2.15	2.81	1.65	0.12	0.81	1.85	1.07	1.64	1.95	0.79
LINC02141	0	0	0	0	0	0	0.01	0	0	0
CYP3A54P	0	0	0	0	0	0	0	0	0	0
AC133565.1	0	0	0	0	0	0	0	0	0	0
LINC02164	0	0	0	0	0	0	0	0	0	0
TUBB8P7	0.11	0	0.06	0.11	0.08	0.02	0.02	0.05	0.31	0.21
AC015720.3	0	0	0	0	0.46	0.29	0	0	0	0
AC044798.2	0	0	0	0	0	0	0	0	0	0
AC134312.6	0	0	0	0	0	0	0	0	0	0
AL390718.1	0	0	0	0.18	0.09	0	0.27	0	0.29	0.31
AC092138.2	0	0	0	0	0	0	0	0	0	0
AC138932.4	0.06	0.13	0.21	0.09	0.13	0.57	0.22	0.06	0.51	0.28
DNM1P49	0	0	0	0	0	0	0	0	0	0
AC090826.1	0	0.01	0.03	0	0	0.03	0.01	0	0.01	0
AC018362.2	0.62	0	0	0	0	0	2.25	0	0.97	0
AC084782.2	0	0	0.04	0	0	0	0.05	0	0	0
LINC00662	10.3	9.97	7.02	7.92	9.07	14.52	12.74	9.74	14.48	15.02
AC121333.1	0	0	0	0	0	0	0	0	0	0
AC009407.1	0	0	0	0	0	0	0.08	0.14	0	0
AL353708.2	0	0	0	0	0	0	0	0.2	0	0
AC138894.1	2.09	1.59	0.73	1.29	0.52	1.02	1.27	0.69	1.51	0.86
IGHV3OR16-15	0	0	0	0	0	0	0	0	0	0
AC007610.4	0	0	0	0	0	0	0	0	0	0
AC046158.2	0	0.05	0.11	0	0	0.06	0	0	0	0
AC092718.6	0.55	0.4	0.18	0	0	0.4	0.21	0.58	0.45	0.47
AL358933.1	0	0	0.05	0	0	0.13	0	0	0	0.08
AC093249.6	2.05	1.14	2.26	0.38	0.35	4.3	3.07	0.68	1	1.61
AC073314.1	0.05	0.03	0	0.07	0	0.02	0.04	0	0	0
AC124283.1	0	0	0	0	0	0	0	0	0	0
AC090282.1	0	0	0	0	0	0	0	0	0	0
LINC02186	0	0	0	0	0	0	0	0	0	0
MIA	0.57	1.05	1.6	1.05	0.87	2.82	1.63	0.15	0.51	2
LINC01996	0	0.06	0	0	0	0	0	0	0	0
AC130462.3	0	0.12	0	0	0	0	0	0.84	0	0
MFSD1P1	0.03	0.11	0.05	0	0	0.15	0.13	0	0.07	0.32
AC002558.2	0.31	0	0.12	0.07	0.07	0.07	0.14	0.14	0.23	0
SMIM36	0	0	0	0	0	0	0	0	0	0
